"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"369","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 10:56:56","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"370","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 10:34:38","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"371","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 09:26:26","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"372","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 09:26:09","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"373","EFF Calls Facebook's Criticism of Apple's Pro-Privacy Tracking Change 'Laughable'

Who's right and who's wrong? ","2020-12-20 09:24:44","FALSE","0","0","-2","Apple iPhone","Los Angeles","USA",FALSE
"374","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 09:07:14","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"375","RT @NoSpunZone: iOS 14.3: Give your iPhone a privacy audit - ZDNet iphone cybersecurity  ","2020-12-20 08:16:11","TRUE","4","0","0","Apple iPhone","Los Angeles","USA",TRUE
"376","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 08:02:34","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"377","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 08:02:00","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"378","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-20 07:58:52","TRUE","6","0","0","Apple iPhone","Los Angeles","USA",TRUE
"379","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 07:56:35","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"380","@AndroidDev @Androidheadline @Android why is ""clubhouse"" such an amazing app that can ONLY be accessible to @Apple ","2020-12-20 07:51:43","FALSE","0","0","2","Apple iPhone","Los Angeles","USA",FALSE
"381","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-20 07:47:03","TRUE","6","0","0","Apple iPhone","Los Angeles","USA",TRUE
"382","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-20 07:40:29","TRUE","6","0","0","Apple iPhone","Los Angeles","USA",TRUE
"383","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-20 07:36:02","TRUE","6","0","0","Apple iPhone","Los Angeles","USA",TRUE
"384","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-20 07:33:26","TRUE","6","0","0","Apple iPhone","Los Angeles","USA",TRUE
"385","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-20 07:33:01","FALSE","6","8","0","Apple iPhone","Los Angeles","USA",TRUE
"386","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 07:30:48","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"387","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-20 07:14:44","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"388","Bill Gates iconic donkey game arrives on iPhone, AppleWatch ","2020-12-20 06:56:21","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"389","RT @TrajekBeats: Absolutely loving the new @mkbhd @dbrand ICONS drop collection  the Grip Case is also one of my favorite cases of 2020","2020-12-20 06:26:14","TRUE","2","0","2","Apple iPhone","Los Angeles","USA",TRUE
"390","Absolutely loving the new @mkbhd @dbrand ICONS drop collection  the Grip Case is also one of my favorite cases ","2020-12-20 06:25:56","FALSE","2","0","2","Apple iPhone","Los Angeles","USA",FALSE
"391","@slinganswers jff27@aol.com   7229  I can watch Sling on my iPad, iPhone, and on Apple TV.  The recording of the pr ","2020-12-20 06:09:19","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"392","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 05:55:22","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"393","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 04:36:25","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"394","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 04:32:34","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"395","New Cricket Wireless Customers: 64GB Apple iPhone SE Phone + $60/ Mo Plan $50 w/ Port In + Free S/H ","2020-12-20 04:01:01","FALSE","0","1","1","Apple iPhone","Los Angeles","USA",FALSE
"396","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 03:20:27","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"397","RT @GerberKawasaki: When I first bought Apple stock. No one had any idea Steve Jobs would invent the IPhone. Imagine what Elon can do that","2020-12-20 03:17:44","TRUE","178","0","0","Apple iPhone","Los Angeles","USA",TRUE
"398","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 03:17:09","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"399","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 03:16:53","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"400","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 03:09:16","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"401","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 03:08:16","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"402","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 02:49:38","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"403","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 02:49:11","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"404","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 02:46:01","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"405","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 02:43:10","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"406","Apples same day courier delivery system is so interesting. My new $1000 iPhone is casually being delivered by Post ","2020-12-20 02:20:59","FALSE","0","3","1","Apple iPhone","Los Angeles","USA",FALSE
"407","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-20 02:15:26","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"408","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 02:04:45","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"409","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 02:03:36","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"410","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 01:33:44","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"411","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-20 01:18:00","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"412","I have an iPhone 12 pro &amp; a series 6 Apple Watch","2020-12-20 00:57:22","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"413","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-20 00:55:46","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"414","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-20 00:55:31","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"415","RT @iDropNews: Follow the link and enter to win another FREE 64GB iPhone SE from @iDropNews (ARV: $399)  ","2020-12-20 00:45:04","TRUE","1979","0","2","Apple iPhone","Los Angeles","USA",TRUE
"416","@shockingguy Oh, to answer your question, I've been on Android since the first day the first Android  phone was rel ","2020-12-20 00:40:43","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"417","Before and after Shot and edited on on @Apple iPhone 12 pro. When will @AppleSupport sponsor me ? ","2020-12-20 00:39:27","FALSE","0","11","0","Apple iPhone","Los Angeles","USA",FALSE
"418","Apparently this is how you charge the new iphone.  Apple has veered too far away from Steve Jobs vision imo ","2020-12-20 00:25:55","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"419","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-20 00:19:36","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"420","whats the point of having a 5G phone if its still as slow as my iphone xr @Apple ?!","2020-12-20 00:14:11","FALSE","0","2","-1","Apple iPhone","Los Angeles","USA",FALSE
"421","RT @GerberKawasaki: When I first bought Apple stock. No one had any idea Steve Jobs would invent the IPhone. Imagine what Elon can do that","2020-12-20 00:01:20","TRUE","178","0","0","Apple iPhone","Los Angeles","USA",TRUE
"422","Thank you @Apple for the new I phone 11  
.
.
.
djmichaelthemixmaker phone iphone photo self photos selfie ","2020-12-19 23:32:39","FALSE","0","1","1","Apple iPhone","Los Angeles","USA",FALSE
"423","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 23:15:23","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"424","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 22:45:00","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"425","Apple's $10-a-month subscription service for iPhone, iPad and Apple TV makes it easy to work out anytime and anywhe ","2020-12-19 22:43:02","FALSE","0","0","2","Apple iPhone","Los Angeles","USA",FALSE
"426","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 22:40:21","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"427","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 22:35:33","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"428","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 22:34:51","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"429","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 22:34:51","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"430","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 22:26:49","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"431","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 22:26:38","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"432","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-19 22:26:12","FALSE","7","2","0","Apple iPhone","Los Angeles","USA",TRUE
"433","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-19 22:23:29","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"434","RT @Jaccuse1: Apple puts iPhone partner Wistron on probation after rioting workers caused $7 million worth of damage at Indian plant after","2020-12-19 22:21:05","TRUE","2","0","0","Apple iPhone","Los Angeles","USA",FALSE
"435","Apple Supplier Wistron Could Not Manage Scaled Up iPhone Plant, Broke Several Laws: Government Report ","2020-12-19 22:19:08","FALSE","0","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"436","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 22:18:56","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"437","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 22:10:53","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"438","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 21:53:13","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"439","How on Earth did @Apple think iPhone needed an additonal ""confirmation"" step to delete a text message or a call fro ","2020-12-19 21:50:44","FALSE","0","3","0","Apple iPhone","Los Angeles","USA",FALSE
"440","My mom, 2012: I hate apple Team Samsung  Korean phones only 

My mom, 2020: I want the iPhone 12 Pro Max and t ","2020-12-19 21:37:13","FALSE","0","5","-1","Apple iPhone","Los Angeles","USA",FALSE
"441","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-19 21:36:51","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"442","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 21:36:31","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"443","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 21:07:10","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"444","iOS 14: Guides, tips, tricks, and everything you need to know about Apple's new iPhone OS - Macworld ","2020-12-19 21:04:32","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"445","RT @Jaccuse1: Apple puts iPhone partner Wistron on probation after rioting workers caused $7 million worth of damage at Indian plant after","2020-12-19 20:59:54","TRUE","2","0","0","Apple iPhone","Los Angeles","USA",TRUE
"446","Apple puts iPhone partner Wistron on probation after rioting workers caused $7 million worth of damage at Indian pl ","2020-12-19 20:57:35","FALSE","2","1","0","Apple iPhone","Los Angeles","USA",FALSE
"447","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 20:49:04","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"448","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 20:43:30","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"449","New iPhone12mini user. My first iPhone and I already went in and bought the AirPodsPro to go with it . Apple ecosystem here I come!","2020-12-19 20:42:25","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"450","iDrop News is giving away another free iPhone SE in February! Enter to win now. ","2020-12-19 20:30:23","FALSE","0","1","2","Apple iPhone","Los Angeles","USA",FALSE
"451","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 20:27:44","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"452","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-19 20:26:39","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"453","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 20:26:03","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"454","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 20:22:50","TRUE","2","0","0","Apple iPhone","Los Angeles","USA",TRUE
"455","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 20:20:50","TRUE","2","0","0","Apple iPhone","Los Angeles","USA",TRUE
"456","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-19 20:20:47","FALSE","2","0","0","Apple iPhone","Los Angeles","USA",TRUE
"457","RT @videowatchr: Here are 21 iPhone shortcuts that'll make your life easier (or more fun) apps tech Apple  ","2020-12-19 19:56:55","TRUE","2","0","2","Apple iPhone","Los Angeles","USA",FALSE
"458","RT @videowatchr: Here are 21 iPhone shortcuts that'll make your life easier (or more fun) apps tech Apple  ","2020-12-19 19:50:44","TRUE","2","0","2","Apple iPhone","Los Angeles","USA",TRUE
"459","Here are 21 iPhone shortcuts that'll make your life easier (or more fun) apps tech Apple  ","2020-12-19 19:50:07","FALSE","2","0","2","Apple iPhone","Los Angeles","USA",FALSE
"460","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-19 19:45:41","FALSE","0","1","0","Apple iPhone","Los Angeles","USA",TRUE
"461","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 19:32:01","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"462","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 19:09:18","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"463","Apple Officially puts Wistron's iPhone Plant in India on Probation ","2020-12-19 18:46:03","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"464","Im going to go one step further and say tech specs is the definition of toxic masculinity in the tech scene. ","2020-12-19 18:38:53","FALSE","0","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"465","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 18:36:38","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"466","I really wish Apple would update iOS/iPhone software so that your mobile phone company name abbreviation didnt sho ","2020-12-19 18:24:14","FALSE","0","16","0","Apple iPhone","Los Angeles","USA",FALSE
"467","Downloaded in 30 countries &amp; 27 languages  Proven to empower patients &amp; lower clinic workload. Nonprofit, vendor ne ","2020-12-19 18:20:05","FALSE","0","0","2","Apple iPhone","Los Angeles","USA",FALSE
"468","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 18:12:28","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"469","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 18:10:33","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"470","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-19 18:09:28","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"471","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 18:08:34","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"472","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 17:57:34","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"473","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-19 17:46:57","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"474","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 17:46:43","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"475","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 17:43:43","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"476","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 17:30:52","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"477","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 17:20:09","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"478","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 17:19:43","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"479","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 16:58:03","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"480","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 16:56:34","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"481","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 16:34:51","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"482","RT @GerberKawasaki: When I first bought Apple stock. No one had any idea Steve Jobs would invent the IPhone. Imagine what Elon can do that","2020-12-19 16:25:31","TRUE","178","0","0","Apple iPhone","Los Angeles","USA",TRUE
"483","Upgrade from iPhone 11 Pro to iPhone 12 Pro? 

Is it worth it?
 Night mode
 Dolby Vision
 Apple ProRAW
 5G","2020-12-19 16:20:55","FALSE","0","0","1","Apple iPhone","Los Angeles","USA",FALSE
"484","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 15:57:10","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"485","RT @TrendCityShow: Who will be 1
DL our App to enter your VOTE NOW

Top40Voting

iPhone:","2020-12-19 15:46:07","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",FALSE
"486","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 15:45:04","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"487","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 15:31:24","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"488","Im excited to see if apple is going to make that iPhone for the car industry. $AAPL @Apple AAPL projecttitan  ","2020-12-19 15:31:20","FALSE","0","1","1","Apple iPhone","Los Angeles","USA",FALSE
"489","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 15:21:55","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"490","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 14:49:58","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"491","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 14:46:21","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"492","Why do People BUY a communist Chinese phone called the Apple iPhone or the laptops?","2020-12-19 14:32:20","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"493","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 14:22:25","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"494","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 14:15:26","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"495","RT @iDropNews: Follow the link and enter to win another FREE 64GB iPhone SE from @iDropNews (ARV: $399)  ","2020-12-19 14:05:11","TRUE","1979","0","2","Apple iPhone","Los Angeles","USA",TRUE
"496","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 14:02:03","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"497","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-19 14:01:42","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"498","RT @NoSpunZone: iOS 14.3: Give your iPhone a privacy audit - ZDNet iphone cybersecurity  ","2020-12-19 13:58:32","TRUE","4","0","0","Apple iPhone","Los Angeles","USA",TRUE
"499","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 13:37:57","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"500","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 13:37:14","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"501","How to check who can access your iPhone, iPad, and Apple accounts ","2020-12-19 13:31:09","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"502","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-19 13:26:33","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"503","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 13:26:08","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
